age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
25,average,anything,rarely,never,college/university,white,70,18122.0,student,"san francisco, california",0.0,straight,NA,other,m,sagittarius,no,"english (fluently), arabic (fluently), greek (okay), french (okay)",single
49,curvy,anything,socially,never,college/university,white,63,59778.0,education / academia,"emeryville, california",0.0,straight,has cats,other and somewhat serious about it,f,capricorn and it&rsquo;s fun to think about,no,"english, spanish (okay)",single
40,fit,anything,socially,never,post-graduate,white,69,1e5,executive / management,"palo alto, california",2.0,straight,likes dogs and likes cats,christianity and somewhat serious about it,m,virgo but it doesn&rsquo;t matter,no,"english, german (okay)",single
52,athletic,NA,socially,never,college/university,white,71,1e5,political / government,"oakland, california",2.0,straight,has dogs and has cats,christianity,m,aries,no,english,single
26,average,vegetarian,socially,NA,college/university,white,60,19270.0,sales / marketing / biz dev,"berkeley, california",0.0,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,taurus but it doesn&rsquo;t matter,yes,"english, french (poorly), russian (poorly), english (fluently)",single
32,average,anything,socially,NA,college/university,white,70,99430.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs and likes cats,NA,m,aries and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), japanese (poorly)",seeing someone
19,fit,anything,not at all,never,two-year college,white,72,19590.0,student,"san rafael, california",0.0,straight,has dogs,christianity and laughing about it,m,libra but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (poorly)",single
27,thin,NA,socially,never,post-graduate,white,64,54474.0,law / legal services,"san francisco, california",NA,straight,likes dogs and likes cats,atheism,f,capricorn,no,"english, other",single
42,thin,anything,not at all,never,dropped out of college/university,white,70,38800.0,transportation,"san francisco, california",0.0,straight,NA,NA,f,sagittarius and it matters a lot,no,"english (fluently), spanish (poorly)",single
30,thin,anything,socially,NA,college/university,white,69,38752.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs,christianity and laughing about it,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
25,curvy,anything,socially,sometimes,college/university,white,62,18500.0,sales / marketing / biz dev,"san francisco, california",NA,straight,has dogs and likes cats,agnosticism and very serious about it,f,pisces and it&rsquo;s fun to think about,sometimes,"english (fluently), russian (fluently), spanish (poorly), italian (poorly)",single
40,average,anything,socially,NA,post-graduate,white,72,99010.0,artistic / musical / writer,"san mateo, california",2.0,straight,has cats,NA,m,virgo but it doesn&rsquo;t matter,no,english,single
25,thin,vegetarian,socially,sometimes,college/university,white,63,18690.0,artistic / musical / writer,"san francisco, california",NA,bisexual,NA,NA,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
23,athletic,anything,socially,sometimes,college/university,white,73,19434.0,artistic / musical / writer,"emeryville, california",NA,gay,likes dogs and likes cats,other and laughing about it,m,taurus,sometimes,english,single
46,fit,anything,socially,never,college/university,other,68,90560.0,artistic / musical / writer,"emeryville, california",2.0,straight,NA,atheism and somewhat serious about it,m,cancer and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (fluently)",available
31,athletic,NA,not at all,never,college/university,white,68,74640.0,computer / hardware / software,"palo alto, california",NA,straight,likes dogs,christianity,m,leo,no,"english (fluently), russian, chinese",single
36,curvy,NA,often,never,college/university,hispanic / latin,66,19016.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and has cats,other but not too serious about it,f,aquarius but it doesn&rsquo;t matter,sometimes,english,single
57,fit,NA,socially,never,post-graduate,white,71,75760.0,science / tech / engineering,"palo alto, california",NA,straight,likes dogs and likes cats,christianity but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), portuguese (poorly), spanish (poorly)",single
24,average,anything,socially,never,college/university,hispanic / latin,68,18774.0,artistic / musical / writer,"hayward, california",0.0,straight,likes dogs,atheism but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), tagalog (okay)",single
28,athletic,NA,rarely,never,college/university,hispanic / latin,72,27129.0,sales / marketing / biz dev,"san francisco, california",NA,straight,likes dogs and likes cats,christianity and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), portuguese (okay), spanish (fluently), chinese (poorly)",single
21,average,anything,socially,NA,college/university,white,66,19792.0,student,"oakland, california",0.0,straight,likes dogs and has cats,NA,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), sign language (okay)",single
25,a little extra,anything,often,never,two-year college,hispanic / latin,69,36536.0,hospitality / travel,"san francisco, california",0.0,gay,likes dogs,catholicism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
25,athletic,anything,socially,never,college/university,white,72,72560.0,computer / hardware / software,"berkeley, california",0.0,straight,likes dogs,agnosticism,m,cancer but it doesn&rsquo;t matter,no,"english, c++",single
47,fit,anything,socially,NA,college/university,white,64,93430.0,education / academia,"san francisco, california",NA,straight,NA,NA,f,NA,no,"english, french (okay), spanish (poorly)",single
31,fit,vegetarian,socially,NA,college/university,white,72,1e5,entertainment / media,"san francisco, california",NA,bisexual,NA,other,m,libra,no,english,single
66,average,anything,socially,never,post-graduate,white,68,63581.0,artistic / musical / writer,"berkeley, california",2.0,straight,has dogs and likes cats,other but not too serious about it,m,NA,no,"english (fluently), italian (poorly), spanish (poorly)",single
30,athletic,anything,rarely,sometimes,high school,asian,69,18976.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and has cats,other and laughing about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), arabic (poorly), norwegian (poorly), spanish (poorly), japanese (poorly)",single
28,average,anything,socially,never,college/university,asian,66,94060.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism,m,leo,no,"english (fluently), chinese (fluently), spanish (poorly)",available
28,fit,anything,very often,never,post-graduate,white,72,36284.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,NA,sometimes,english (fluently),single
27,a little extra,anything,not at all,never,college/university,white,74,28911.0,sales / marketing / biz dev,"san mateo, california",NA,straight,likes dogs and likes cats,atheism and somewhat serious about it,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), japanese (poorly), german (okay)",single
48,average,anything,socially,never,college/university,NA,62,28758.0,hospitality / travel,"san francisco, california",1.0,straight,has dogs,other and laughing about it,f,leo and it&rsquo;s fun to think about,no,english (fluently),single
25,fit,vegetarian,rarely,NA,college/university,asian,62,19646.0,student,"san francisco, california",NA,straight,NA,NA,f,leo,no,"english, chinese (poorly)",single
41,fit,vegetarian,socially,never,college/university,hispanic / latin,66,39752.0,law / legal services,"san francisco, california",2.0,straight,likes dogs and has cats,other but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
24,curvy,vegetarian,socially,sometimes,college/university,white,70,19772.0,entertainment / media,"berkeley, california",0.0,bisexual,likes dogs and dislikes cats,other,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), other (okay)",single
25,average,anything,socially,never,college/university,hispanic / latin,70,18648.0,student,"san francisco, california",NA,straight,NA,atheism and laughing about it,m,taurus and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (okay)",single
36,fit,anything,socially,never,college/university,hispanic / latin,70,58236.0,hospitality / travel,"oakland, california",NA,gay,NA,other and laughing about it,m,virgo but it doesn&rsquo;t matter,sometimes,"english (okay), spanish (fluently)",single
32,curvy,anything,socially,never,college/university,white,69,8e4,sales / marketing / biz dev,"berkeley, california",NA,bisexual,has dogs and has cats,atheism and laughing about it,f,virgo but it doesn&rsquo;t matter,yes,english,available
22,fit,anything,often,never,college/university,middle eastern,71,19070.0,military,"alameda, california",NA,straight,likes dogs,christianity but not too serious about it,m,pisces but it doesn&rsquo;t matter,sometimes,"english (fluently), french (poorly)",single
35,athletic,anything,socially,never,college/university,asian,64,1e5,executive / management,"san francisco, california",NA,straight,has dogs,NA,m,libra and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), spanish (poorly)",single
27,athletic,vegetarian,socially,never,two-year college,black,62,45185.0,medicine / health,"oakland, california",1.0,straight,NA,other,f,scorpio but it doesn&rsquo;t matter,no,english,single
44,fit,vegetarian,socially,never,dropped out of college/university,white,75,63721.0,entertainment / media,"berkeley, california",NA,straight,likes dogs,agnosticism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), french (poorly)",single
37,a little extra,anything,socially,never,college/university,white,60,76264.0,sales / marketing / biz dev,"oakland, california",NA,straight,likes dogs and dislikes cats,NA,f,cancer and it&rsquo;s fun to think about,no,english,single
40,average,anything,rarely,sometimes,high school,native american,77,18282.0,computer / hardware / software,"hayward, california",0.0,straight,likes dogs and likes cats,other and somewhat serious about it,m,aries and it matters a lot,trying to quit,english,single
21,curvy,anything,socially,NA,college/university,asian,62,19418.0,student,"berkeley, california",NA,straight,has dogs and likes cats,agnosticism and laughing about it,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), vietnamese (okay)",seeing someone
30,average,NA,rarely,never,post-graduate,hispanic / latin,62,38156.0,education / academia,"san rafael, california",NA,straight,NA,agnosticism but not too serious about it,f,scorpio but it doesn&rsquo;t matter,no,english,single
26,athletic,anything,socially,NA,post-graduate,white,65,55440.0,education / academia,"san francisco, california",0.0,straight,likes dogs and dislikes cats,NA,f,aquarius,sometimes,english,single
37,average,anything,socially,NA,post-graduate,white,66,49130.0,education / academia,"oakland, california",0.0,straight,NA,buddhism and somewhat serious about it,f,scorpio and it&rsquo;s fun to think about,no,"english, spanish (okay), other (fluently), french (poorly)",single
38,curvy,NA,socially,never,college/university,white,70,57498.0,science / tech / engineering,"oakland, california",0.0,straight,likes dogs and has cats,atheism and very serious about it,f,capricorn but it doesn&rsquo;t matter,trying to quit,"english (fluently), french (okay), spanish (okay), latin (poorly), russian (poorly)",available
20,fit,anything,socially,sometimes,high school,white,68,74792.0,entertainment / media,"san francisco, california",0.0,bisexual,likes dogs and dislikes cats,atheism but not too serious about it,f,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (fluently)",available
26,average,NA,socially,sometimes,college/university,hispanic / latin,61,18182.0,entertainment / media,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,scorpio and it matters a lot,sometimes,"english, spanish (okay)",single
25,average,NA,NA,NA,post-graduate,asian,71,49780.0,executive / management,"oakland, california",0.0,straight,likes dogs,NA,m,sagittarius and it&rsquo;s fun to think about,NA,english,single
27,athletic,vegetarian,socially,sometimes,college/university,white,67,45890.0,political / government,"berkeley, california",0.0,straight,NA,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,"english, chinese (okay)",single
58,fit,vegetarian,rarely,never,post-graduate,white,69,98180.0,computer / hardware / software,"oakland, california",1.0,straight,has dogs,other but not too serious about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), german (poorly)",single
23,average,anything,socially,never,post-graduate,white,66,18536.0,student,"berkeley, california",0.0,straight,likes dogs and likes cats,atheism and somewhat serious about it,f,leo but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), portuguese (poorly), italian (poorly)",single
31,fit,vegetarian,often,sometimes,college/university,white,69,1e5,artistic / musical / writer,"oakland, california",0.0,straight,likes dogs and has cats,atheism and very serious about it,m,taurus,yes,"english (fluently), chinese (poorly), spanish (poorly)",single
36,average,anything,NA,NA,college/university,white,70,38340.0,science / tech / engineering,"oakland, california",NA,straight,has dogs and has cats,NA,m,NA,NA,"english (fluently), german (fluently)",single
67,average,anything,socially,never,college/university,white,66,99740.0,political / government,"san francisco, california",0.0,straight,has cats,agnosticism,f,sagittarius,no,english,single
21,curvy,NA,socially,never,college/university,black,68,18984.0,student,"san francisco, california",NA,bisexual,likes dogs and has cats,agnosticism and laughing about it,f,taurus and it&rsquo;s fun to think about,no,english,single
38,athletic,other,socially,NA,post-graduate,white,67,55674.0,education / academia,"san francisco, california",0.0,straight,NA,agnosticism but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,english,single
47,fit,anything,rarely,never,post-graduate,white,70,37760.0,science / tech / engineering,"san mateo, california",2.0,straight,has dogs,christianity and very serious about it,m,NA,no,english (okay),single
21,average,NA,socially,often,college/university,black,72,37004.0,student,"oakland, california",NA,straight,NA,christianity,m,scorpio and it&rsquo;s fun to think about,yes,english,single
29,average,NA,rarely,never,two-year college,hispanic / latin,67,38960.0,computer / hardware / software,"san leandro, california",NA,straight,NA,catholicism,m,cancer,no,"english (fluently), spanish (fluently)",single
27,thin,anything,socially,sometimes,dropped out of college/university,white,73,90260.0,computer / hardware / software,"san francisco, california",0.0,straight,likes dogs,atheism and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,no,english (fluently),single
23,average,NA,not at all,never,college/university,white,69,27339.0,military,"san mateo, california",NA,straight,has dogs,christianity,m,scorpio,yes,english,single
25,fit,vegetarian,often,never,college/university,asian,64,57372.0,artistic / musical / writer,"san francisco, california",0.0,gay,likes dogs and likes cats,other and very serious about it,f,pisces and it&rsquo;s fun to think about,sometimes,"english (fluently), indonesian (fluently), italian (poorly), chinese (poorly)",single
44,athletic,NA,rarely,never,post-graduate,asian,74,97140.0,banking / financial / real estate,"san francisco, california",NA,gay,likes dogs,other but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english, chinese",single
43,athletic,NA,socially,never,post-graduate,white,77,1e5,executive / management,"san francisco, california",1.0,straight,NA,judaism,m,libra,no,"english, hebrew",single
29,fit,anything,socially,NA,post-graduate,hispanic / latin,66,67641.0,education / academia,"san francisco, california",0.0,straight,NA,catholicism and laughing about it,m,sagittarius but it doesn&rsquo;t matter,NA,"english (fluently), spanish (okay)",single
25,average,anything,socially,often,college/university,hispanic / latin,71,28284.0,sales / marketing / biz dev,"san francisco, california",NA,straight,likes dogs,christianity and laughing about it,m,gemini and it&rsquo;s fun to think about,sometimes,english,single
27,fit,vegetarian,socially,NA,college/university,NA,72,1e5,education / academia,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,m,NA,sometimes,"english (fluently), spanish (poorly)",single
19,athletic,anything,not at all,never,college/university,asian,70,49395.0,sales / marketing / biz dev,"oakland, california",NA,straight,NA,NA,m,NA,no,english,single
26,athletic,anything,socially,NA,college/university,white,68,66780.0,science / tech / engineering,"san francisco, california",NA,straight,NA,NA,m,NA,no,"english, czech",single
19,fit,anything,socially,never,high school,black,73,1e5,student,"san leandro, california",0.0,straight,NA,christianity but not too serious about it,m,taurus but it doesn&rsquo;t matter,sometimes,english,single
22,average,anything,socially,sometimes,two-year college,hispanic / latin,65,1e5,student,"san francisco, california",0.0,bisexual,likes dogs,christianity,f,aries and it matters a lot,yes,"english (fluently), spanish (fluently), french (poorly)",single
30,athletic,anything,socially,never,college/university,NA,66,63994.0,transportation,"san francisco, california",NA,straight,NA,NA,m,aquarius and it matters a lot,sometimes,english,single
43,athletic,other,socially,never,high school,hispanic / latin,71,48415.0,medicine / health,"san rafael, california",NA,straight,NA,NA,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
26,average,anything,socially,never,college/university,asian,67,48920.0,banking / financial / real estate,"oakland, california",0.0,straight,likes dogs and dislikes cats,atheism,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), vietnamese (fluently), spanish (poorly), chinese (poorly), c++ (okay)",single
30,thin,anything,socially,sometimes,post-graduate,white,74,18366.0,student,"oakland, california",0.0,bisexual,likes dogs and likes cats,atheism and somewhat serious about it,m,NA,no,english (fluently),available
26,fit,anything,socially,never,college/university,pacific islander,71,27027.0,military,"alameda, california",2.0,straight,likes dogs and likes cats,NA,m,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single
28,fit,NA,socially,NA,college/university,white,72,95140.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
29,average,anything,socially,never,college/university,NA,73,76232.0,entertainment / media,"oakland, california",1.0,straight,NA,christianity and somewhat serious about it,m,NA,no,english,single
26,fit,anything,socially,never,college/university,white,71,59754.0,computer / hardware / software,"san francisco, california",NA,straight,has dogs and likes cats,christianity but not too serious about it,m,aquarius and it&rsquo;s fun to think about,no,english,single
34,athletic,anything,socially,never,college/university,asian,69,91970.0,banking / financial / real estate,"san francisco, california",NA,gay,likes dogs and likes cats,NA,m,aquarius,no,"english (fluently), spanish (okay), chinese (poorly)",single
30,curvy,anything,socially,never,post-graduate,middle eastern,64,72552.0,executive / management,"san francisco, california",0.0,straight,has dogs,catholicism and somewhat serious about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), arabic (okay), spanish (okay)",single
26,athletic,vegetarian,socially,sometimes,college/university,NA,62,18450.0,hospitality / travel,"san francisco, california",0.0,straight,likes dogs and likes cats,other and laughing about it,f,cancer,sometimes,"english (fluently), spanish (okay)",single
32,average,anything,not at all,never,post-graduate,black,72,59346.0,education / academia,"oakland, california",0.0,straight,NA,other and very serious about it,m,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single
42,average,anything,socially,never,college/university,white,68,73680.0,computer / hardware / software,"oakland, california",0.0,straight,likes dogs and likes cats,other and somewhat serious about it,m,libra and it&rsquo;s fun to think about,sometimes,english (fluently),single
31,average,anything,socially,often,dropped out of college/university,white,69,76408.0,computer / hardware / software,"san leandro, california",0.0,straight,has cats,atheism and very serious about it,m,scorpio and it&rsquo;s fun to think about,sometimes,"english (poorly), spanish (poorly)",available
30,thin,anything,socially,never,post-graduate,indian,62,46135.0,medicine / health,"san francisco, california",0.0,straight,likes dogs,hinduism but not too serious about it,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), hindi (okay)",single
38,average,anything,socially,never,college/university,white,65,92910.0,executive / management,"san francisco, california",NA,straight,likes dogs and has cats,christianity but not too serious about it,f,taurus and it&rsquo;s fun to think about,sometimes,english,single
42,fit,NA,rarely,never,college/university,white,68,39112.0,education / academia,"berkeley, california",2.0,straight,NA,agnosticism,f,NA,no,"english, spanish",single
26,average,anything,socially,never,college/university,white,72,38736.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), dutch (poorly), c++ (okay)",single
42,fit,anything,often,never,post-graduate,white,71,73064.0,education / academia,"san rafael, california",NA,straight,NA,catholicism and laughing about it,m,leo but it doesn&rsquo;t matter,no,english,single
25,athletic,anything,socially,never,college/university,NA,69,38096.0,hospitality / travel,"san francisco, california",0.0,straight,has dogs,NA,m,NA,no,english,single
28,fit,anything,socially,never,post-graduate,white,74,1e5,banking / financial / real estate,"san francisco, california",1.0,straight,has dogs and likes cats,NA,m,taurus and it&rsquo;s fun to think about,no,english,single
46,athletic,NA,socially,never,college/university,white,70,99080.0,computer / hardware / software,"oakland, california",NA,straight,likes dogs and likes cats,atheism but not too serious about it,m,NA,no,english,single
30,average,NA,socially,sometimes,college/university,white,72,76280.0,construction / craftsmanship,"san francisco, california",NA,straight,likes dogs,agnosticism,m,leo but it doesn&rsquo;t matter,no,"english, english (fluently), danish (poorly), spanish (poorly)",single
30,fit,anything,socially,never,college/university,asian,69,98300.0,banking / financial / real estate,"san francisco, california",NA,straight,NA,christianity but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,english,single
28,curvy,anything,rarely,NA,post-graduate,white,63,19790.0,artistic / musical / writer,"oakland, california",NA,bisexual,has dogs and has cats,agnosticism and laughing about it,f,aquarius and it&rsquo;s fun to think about,no,english,single
27,average,anything,rarely,never,college/university,black,66,18488.0,sales / marketing / biz dev,"san rafael, california",0.0,straight,NA,christianity,m,sagittarius but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single
31,athletic,NA,socially,never,dropped out of college/university,white,62,73984.0,artistic / musical / writer,"san francisco, california",0.0,bisexual,NA,atheism,f,virgo,no,english,available
36,curvy,NA,rarely,never,high school,white,64,27411.0,entertainment / media,"oakland, california",0.0,straight,likes dogs and likes cats,atheism and laughing about it,f,gemini,no,english,single
25,a little extra,NA,socially,never,college/university,white,67,18772.0,student,"oakland, california",NA,straight,likes dogs and likes cats,NA,f,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
31,fit,anything,socially,never,college/university,black,69,45195.0,hospitality / travel,"san francisco, california",1.0,straight,has dogs and likes cats,christianity and very serious about it,f,scorpio and it&rsquo;s fun to think about,no,english,single
31,average,anything,socially,never,college/university,white,72,79256.0,science / tech / engineering,"san francisco, california",0.0,straight,NA,NA,m,gemini,no,english,single
28,fit,NA,socially,sometimes,college/university,white,77,27312.0,medicine / health,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism and laughing about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), german (poorly)",single
22,fit,anything,not at all,never,college/university,white,64,19440.0,education / academia,"san francisco, california",0.0,straight,likes dogs and likes cats,other,f,sagittarius but it doesn&rsquo;t matter,yes,english,single
47,fit,NA,socially,never,college/university,black,65,47185.0,education / academia,"oakland, california",NA,straight,likes dogs and has cats,christianity but not too serious about it,f,aquarius but it doesn&rsquo;t matter,no,english,single
20,athletic,NA,socially,never,high school,other,70,54708.0,science / tech / engineering,"san francisco, california",NA,straight,has dogs,NA,m,aquarius and it&rsquo;s fun to think about,sometimes,english,single
40,average,NA,socially,sometimes,college/university,white,70,49490.0,computer / hardware / software,"san francisco, california",NA,gay,likes dogs and likes cats,other,m,sagittarius and it&rsquo;s fun to think about,no,english,single
23,average,anything,socially,never,high school,white,67,18654.0,rather not say,"berkeley, california",0.0,straight,has dogs and has cats,christianity but not too serious about it,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), french (okay), german (okay), czech (poorly)",single
35,athletic,NA,socially,never,college/university,white,66,90290.0,computer / hardware / software,"san francisco, california",NA,straight,NA,judaism and laughing about it,m,NA,no,english,single
33,thin,vegetarian,socially,NA,dropped out of college/university,native american,71,19746.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and likes cats,other but not too serious about it,m,pisces and it&rsquo;s fun to think about,trying to quit,english,single
29,average,anything,socially,never,college/university,middle eastern,71,65576.0,executive / management,"alameda, california",0.0,straight,likes dogs,NA,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single
39,average,vegetarian,socially,never,post-graduate,indian,66,19168.0,education / academia,"oakland, california",0.0,straight,NA,NA,f,NA,no,english,single
31,fit,anything,socially,sometimes,post-graduate,NA,70,18010.0,artistic / musical / writer,"oakland, california",0.0,bisexual,likes dogs and likes cats,other and very serious about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), latin (poorly)",single
42,average,anything,socially,NA,college/university,white,72,48315.0,education / academia,"san francisco, california",0.0,straight,likes dogs and likes cats,other and laughing about it,m,aries and it&rsquo;s fun to think about,no,"english, spanish (poorly), sign language (poorly)",single
31,athletic,NA,socially,never,college/university,NA,70,1e5,computer / hardware / software,"san francisco, california",NA,straight,NA,atheism,m,scorpio and it&rsquo;s fun to think about,no,english,single
42,athletic,vegetarian,socially,never,college/university,white,67,95340.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism,m,taurus and it&rsquo;s fun to think about,no,english (poorly),single
34,athletic,halal,NA,never,post-graduate,other,72,1e5,executive / management,"berkeley, california",NA,straight,likes dogs and likes cats,NA,m,capricorn and it&rsquo;s fun to think about,NA,english (fluently),single
26,fit,anything,socially,sometimes,college/university,white,70,55926.0,banking / financial / real estate,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism and laughing about it,m,aries and it&rsquo;s fun to think about,NA,"english (fluently), chinese (okay), french (poorly)",single
40,athletic,NA,socially,NA,college/university,hispanic / latin,72,95120.0,medicine / health,"san francisco, california",NA,straight,NA,other,m,gemini,NA,"english (fluently), spanish (okay)",single
30,athletic,anything,often,sometimes,two-year college,white,73,68383.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and has cats,agnosticism and laughing about it,m,libra but it doesn&rsquo;t matter,trying to quit,english,single
28,average,anything,socially,never,college/university,white,69,18426.0,student,"oakland, california",NA,straight,likes dogs and likes cats,atheism and laughing about it,m,sagittarius but it doesn&rsquo;t matter,no,english,single
55,average,anything,socially,never,college/university,hispanic / latin,68,19652.0,artistic / musical / writer,"san francisco, california",0.0,straight,NA,agnosticism but not too serious about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
26,fit,anything,socially,never,college/university,asian,68,28677.0,computer / hardware / software,"san leandro, california",0.0,straight,has dogs,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), japanese (poorly)",single
30,average,NA,socially,sometimes,post-graduate,asian,69,49135.0,science / tech / engineering,"berkeley, california",NA,straight,likes dogs and likes cats,christianity and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,sometimes,"english (fluently), chinese (poorly), spanish (okay)",single
25,average,anything,not at all,never,college/university,white,71,93070.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,atheism and laughing about it,m,virgo,no,"english (fluently), c++ (fluently)",single
37,average,anything,NA,never,post-graduate,white,65,93270.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,catholicism,f,libra but it doesn&rsquo;t matter,NA,"english (fluently), spanish (fluently), portuguese (okay)",single
22,a little extra,anything,socially,NA,college/university,asian,65,18734.0,clerical / administrative,"oakland, california",0.0,bisexual,likes dogs and likes cats,other,f,scorpio and it matters a lot,no,english (fluently),single
44,athletic,NA,rarely,never,post-graduate,white,72,1e5,science / tech / engineering,"palo alto, california",1.0,straight,likes dogs and likes cats,atheism and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",single
19,thin,other,socially,sometimes,high school,native american,64,1e5,artistic / musical / writer,"san francisco, california",0.0,straight,likes dogs and has cats,atheism,f,scorpio but it doesn&rsquo;t matter,yes,"english, french (poorly)",single
34,a little extra,anything,socially,NA,college/university,indian,70,90430.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,hinduism but not too serious about it,m,leo,no,"english, bengali (okay), spanish (poorly), c++ (poorly)",single
36,fit,anything,socially,never,post-graduate,white,72,77696.0,science / tech / engineering,"oakland, california",0.0,straight,likes dogs and has cats,agnosticism,m,NA,no,english,single
29,average,anything,socially,sometimes,college/university,native american,68,36152.0,artistic / musical / writer,"san francisco, california",0.0,straight,has dogs,agnosticism but not too serious about it,m,virgo but it doesn&rsquo;t matter,sometimes,english,seeing someone
25,fit,anything,socially,NA,college/university,white,68,18250.0,education / academia,"berkeley, california",0.0,bisexual,likes dogs and has cats,other and somewhat serious about it,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), german (poorly), french (poorly)",seeing someone
32,curvy,NA,socially,never,college/university,white,68,91e3,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and has cats,agnosticism but not too serious about it,f,taurus,sometimes,"english (fluently), french (poorly)",single
35,thin,anything,socially,NA,college/university,white,67,28188.0,medicine / health,"san mateo, california",NA,straight,likes dogs and likes cats,christianity but not too serious about it,f,cancer and it&rsquo;s fun to think about,NA,"english (fluently), german (okay), japanese (poorly), spanish (fluently)",single
27,athletic,NA,socially,NA,post-graduate,white,71,59466.0,education / academia,"san francisco, california",0.0,straight,NA,NA,m,leo but it doesn&rsquo;t matter,sometimes,english,single
34,fit,NA,socially,NA,post-graduate,middle eastern,66,39644.0,education / academia,"oakland, california",NA,straight,NA,other,f,virgo and it&rsquo;s fun to think about,sometimes,"english, spanish (fluently), arabic (poorly), portuguese (poorly)",single
32,average,anything,often,NA,post-graduate,white,67,56514.0,education / academia,"san francisco, california",NA,straight,NA,NA,f,pisces and it&rsquo;s fun to think about,no,english (fluently),available
