TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chrX B-C1|X 38.0 cM	mouse chrX B-C1|X 38.0 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16|16 A2	mouse chr16|16 A2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 B|3 17.93 cM	mouse chr3 B|3 17.93 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 B2|13 32.53 cM	mouse chr13 B2|13 32.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 F|5 63.39 cM	mouse chr5 F|5 63.39 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 A2|4 6.7 cM	mouse chr4 A2|4 6.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX C1|X 39.67 cM	mouse chrX C1|X 39.67 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B4|10 32.54 cM	mouse chr10 B4|10 32.54 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5|5 E2-E5	mouse chr5|5 E2-E5	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 B|1 12.81 cM	mouse chr1 B|1 12.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 E2|3	mouse chr3 E2|3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 A4-B|1	mouse chr1 A4-B|1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C3-D1|8	mouse chr8 C3-D1|8	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 10.09 cM|16 B1	mouse chr16 10.09 cM|16 B1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 18.37 cM	mouse chr17 B1|17 18.37 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 C1|12 26.01 cM	mouse chr12 C1|12 26.01 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 B1|4 23.55 cM	mouse chr4 B1|4 23.55 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A3|9 7.68 cM	mouse chr9 A3|9 7.68 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F3|6 62.98 cM	mouse chr6 F3|6 62.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 D3|6 47.52 cM	mouse chr6 D3|6 47.52 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 C3|10 50.27 cM	mouse chr10 C3|10 50.27 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 F-G|2 64.74 cM	mouse chr2 F-G|2 64.74 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 cen-C1|2 23.22 cM	mouse chr2 cen-C1|2 23.22 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B1|16 2.46 cM	mouse chr16 B1|16 2.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F|9 74.26 cM	mouse chr9 F|9 74.26 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F1-F2|9 59.07 cM	mouse chr9 F1-F2|9 59.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 A5|4 21.81 cM	mouse chr4 A5|4 21.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C1.1|1 23.67 cM	mouse chr1 C1.1|1 23.67 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A3|9 7.93 cM	mouse chr9 A3|9 7.93 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A1.2|X 12.07 cM	mouse chrX A1.2|X 12.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13|13 B3-C1	mouse chr13|13 B3-C1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 D3|15 36.04 cM	mouse chr15 D3|15 36.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 E2|4 78.66 cM	mouse chr4 E2|4 78.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H1|2 76.15 cM	mouse chr2 H1|2 76.15 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 C3|19 36.71 cM	mouse chr19 C3|19 36.71 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 C|7 34.36 cM	mouse chr7 C|7 34.36 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 E3-F1|6 53.41 cM	mouse chr6 E3-F1|6 53.41 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F3|6 59.28 cM	mouse chr6 F3|6 59.28 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E1-E2|11 83.95 cM	mouse chr11 E1-E2|11 83.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A7-B|X 38.17 cM	mouse chrX A7-B|X 38.17 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F2|6 59.15 cM	mouse chr6 F2|6 59.15 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 B1|5 15.0 cM	mouse chr5 B1|5 15.0 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B1.3|11 31.98 cM	mouse chr11 B1.3|11 31.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F3|15 57.39 cM	mouse chr15 F3|15 57.39 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 C|11 59.4 cM	mouse chr11 C|11 59.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3.3|17 12.09 cM	mouse chr17 A3.3|17 12.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F1|15 54.73 cM	mouse chr15 F1|15 54.73 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX F5|X 77.28 cM	mouse chrX F5|X 77.28 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 A|19 4.53 cM	mouse chr19 A|19 4.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H6|1 96.94 cM	mouse chr1 H6|1 96.94 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 C3|14 26.3 cM	mouse chr14 C3|14 26.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F3|7 70.04 cM	mouse chr7 F3|7 70.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H3|1 79.73 cM	mouse chr1 H3|1 79.73 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 B|9 32.35 cM	mouse chr9 B|9 32.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX C2-C3|X	mouse chrX C2-C3|X	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 A2|7 10.22 cM	mouse chr7 A2|7 10.22 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A2|13 6.99 cM	mouse chr13 A2|13 6.99 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F4|9 75.05 cM	mouse chr9 F4|9 75.05 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 D3|8 53.14 cM	mouse chr8 D3|8 53.14 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 E2|4 87.65 cM	mouse chr4 E2|4 87.65 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B2|11 45.92 cM	mouse chr11 B2|11 45.92 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A2|13 6.75 cM	mouse chr13 A2|13 6.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 A3|14 12.0 cM	mouse chr14 A3|14 12.0 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A1.1|X 3.42 cM	mouse chrX A1.1|X 3.42 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F3|6 60.45 cM	mouse chr6 F3|6 60.45 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B2.3|6 22.94 cM	mouse chr6 B2.3|6 22.94 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 63.95 cM	mouse chr11 D|11 63.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16|16 C3-C4	mouse chr16|16 C3-C4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F2.2|3 45.52 cM	mouse chr3 F2.2|3 45.52 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 D2|19 36.68 cM	mouse chr19 D2|19 36.68 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 C2|2 39.66 cM	mouse chr2 C2|2 39.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A3.1|13 12.27 cM	mouse chr13 A3.1|13 12.27 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9|9 A3-A5	mouse chr9|9 A3-A5	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 A|19 3.82 cM	mouse chr19 A|19 3.82 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 B|9 24.84 cM	mouse chr9 B|9 24.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B3|6 24.04 cM	mouse chr6 B3|6 24.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A1.1|8 2.0 cM	mouse chr8 A1.1|8 2.0 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H3|2 85.17 cM	mouse chr2 H3|2 85.17 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F3|7 65.35 cM	mouse chr7 F3|7 65.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1|1 A2-A4	mouse chr1|1 A2-A4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E1|11 67.84 cM	mouse chr11 E1|11 67.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 E-F1|12 60.17 cM	mouse chr12 E-F1|12 60.17 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 G-H1|3 52.94 cM	mouse chr3 G-H1|3 52.94 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 13.09 cM	mouse chr17 B1|17 13.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A1|17 3.72 cM	mouse chr17 A1|17 3.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 C3|12 36.49 cM	mouse chr12 C3|12 36.49 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H3|1 79.29 cM	mouse chr1 H3|1 79.29 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4|4 A3	mouse chr4|4 A3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 B-C1|14 26.4 cM	mouse chr14 B-C1|14 26.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 E2|8 72.26 cM	mouse chr8 E2|8 72.26 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B1|16 12.48 cM	mouse chr16 B1|16 12.48 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 C|18 24.75 cM	mouse chr18 C|18 24.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 A1|2 6.89 cM	mouse chr2 A1|2 6.89 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 C2-D1|14 26.26 cM	mouse chr14 C2-D1|14 26.26 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C4|16 54.96 cM	mouse chr16 C4|16 54.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A3|9 7.6 cM	mouse chr9 A3|9 7.6 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 D1|13 52.24 cM	mouse chr13 D1|13 52.24 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 A3|7 13.78 cM	mouse chr7 A3|7 13.78 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 A3.1|11 13.9 cM	mouse chr11 A3.1|11 13.9 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 C|11 52.25 cM	mouse chr11 C|11 52.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H4|2 103.53 cM	mouse chr2 H4|2 103.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX C|X 38.38 cM	mouse chrX C|X 38.38 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX|X C1	mouse chrX|X C1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B4|11 45.22 cM	mouse chr11 B4|11 45.22 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5|5 B2	mouse chr5|5 B2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B2|16 22.4 cM	mouse chr16 B2|16 22.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B2|10 23.47 cM	mouse chr10 B2|10 23.47 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 18.22 cM	mouse chr17 B1|17 18.22 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B5|11 47.43 cM	mouse chr11 B5|11 47.43 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 D-E1|9	mouse chr9 D-E1|9	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C3|8 40.72 cM	mouse chr8 C3|8 40.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F5|7 86.11 cM	mouse chr7 F5|7 86.11 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 C|11 51.23 cM	mouse chr11 C|11 51.23 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A2-A4|9 25.36 cM	mouse chr9 A2-A4|9 25.36 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 A1|3 2.56 cM	mouse chr3 A1|3 2.56 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 D1|7 38.66 cM	mouse chr7 D1|7 38.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 A5-B1|11 31.97 cM	mouse chr11 A5-B1|11 31.97 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B3|16 23.93 cM	mouse chr16 B3|16 23.93 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D2.2|4 56.78 cM	mouse chr4 D2.2|4 56.78 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A1-A2|13 4.38 cM	mouse chr13 A1-A2|13 4.38 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 A3-B|12 6.14 cM	mouse chr12 A3-B|12 6.14 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C3|1 38.55 cM	mouse chr1 C3|1 38.55 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 F1|12 61.09 cM	mouse chr12 F1|12 61.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C4|1 39.14 cM	mouse chr1 C4|1 39.14 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F3|3 47.02 cM	mouse chr3 F3|3 47.02 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D|4 55.34 cM	mouse chr4 D|4 55.34 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F5|7 88.24 cM	mouse chr7 F5|7 88.24 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7|7 A2	mouse chr7|7 A2	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr1 A1|1	mouse chr1 A1|1	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr3 F2.1|3 40.74 cM	mouse chr3 F2.1|3 40.74 cM	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr13|13 B1	mouse chr13|13 B1	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr5 C1|5	mouse chr5 C1|5	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr9 A1|9 2.46 cM	mouse chr9 A1|9 2.46 cM	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr7 B5|7	mouse chr7 B5|7	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr4 D2|4	mouse chr4 D2|4	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr12 A1.3|12	mouse chr12 A1.3|12	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr11 B4|11 43.21 cM	mouse chr11 B4|11 43.21 cM	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr2 C1.3|2	mouse chr2 C1.3|2	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr6 G2|6	mouse chr6 G2|6	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr7 D1|7	mouse chr7 D1|7	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr5 F|5 60.64 cM	mouse chr5 F|5 60.64 cM	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr15|15 C	mouse chr15|15 C	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr4|4 D3	mouse chr4|4 D3	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr17 B1|17 19.16 cM	mouse chr17 B1|17 19.16 cM	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr17|17 B2	mouse chr17|17 B2	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr17 E1.1|17	mouse chr17 E1.1|17	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chrX A2|X	mouse chrX A2|X	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr4|4 C1	mouse chr4|4 C1	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr15 E1|15 37.7 cM	mouse chr15 E1|15 37.7 cM	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr15|15 A2	mouse chr15|15 A2	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr15|15 F1	mouse chr15|15 F1	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr19|19 C3	mouse chr19|19 C3	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr9|9 A5.3	mouse chr9|9 A5.3	0.999999999988878	-1.11218704317776e-11	8	0	0	159	17270
mouse chr10 C1|10 39.72 cM	mouse chr10 C1|10 39.72 cM	0.999999999989007	-1.09928786532421e-11	56	0	0	159	17270
mouse chr15 E1|15	mouse chr15 E1|15	0.999999999990062	-9.93804442887764e-12	62	0	0	159	17270
mouse chr8 C3|8 41.02 cM	mouse chr8 C3|8 41.02 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr14 C1-C2|14	mouse chr14 C1-C2|14	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr15 D3|15 36.28 cM	mouse chr15 D3|15 36.28 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr7 A3|7 9.46 cM	mouse chr7 A3|7 9.46 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr1 C1.1|1 26.99 cM	mouse chr1 C1.1|1 26.99 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr7|7 E2	mouse chr7|7 E2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr5 E1|5 44.78 cM	mouse chr5 E1|5 44.78 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr13|13 A5	mouse chr13|13 A5	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr1 H2.2|1	mouse chr1 H2.2|1	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr13 B1|13 29.8 cM	mouse chr13 B1|13 29.8 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr17 A3.2|17 11.4 cM	mouse chr17 A3.2|17 11.4 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr12|12 B1	mouse chr12|12 B1	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr12 B1|12	mouse chr12 B1|12	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr15|15 E	mouse chr15|15 E	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr18|18 B1	mouse chr18|18 B1	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr14 A2|14	mouse chr14 A2|14	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr3 F2|3 40.74 cM	mouse chr3 F2|3 40.74 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr12|12 B2	mouse chr12|12 B2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr5 E1|5 43.56 cM	mouse chr5 E1|5 43.56 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr9 F|9 75.05 cM	mouse chr9 F|9 75.05 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr1|1 G2	mouse chr1|1 G2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr15|15 D3	mouse chr15|15 D3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr5 A2|5	mouse chr5 A2|5	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2|2 E3	mouse chr2|2 E3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr8 A1|8 1.92 cM	mouse chr8 A1|8 1.92 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr6|6 D3	mouse chr6|6 D3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr13|13 A3.3	mouse chr13|13 A3.3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2 H1|2 75.41 cM	mouse chr2 H1|2 75.41 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr14 E2.2|14	mouse chr14 E2.2|14	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr13|13 D1	mouse chr13|13 D1	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr8 C5|8 44.99 cM	mouse chr8 C5|8 44.99 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr6 E1|6	mouse chr6 E1|6	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr6|6 F2	mouse chr6|6 F2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2 E1|2 50.63 cM	mouse chr2 E1|2 50.63 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr7 F3|7 69.25 cM	mouse chr7 F3|7 69.25 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr12 C3|12 33.73 cM	mouse chr12 C3|12 33.73 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr8 D1|8 47.12 cM	mouse chr8 D1|8 47.12 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr7 B4|7 28.26 cM	mouse chr7 B4|7 28.26 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr11 D|11 65.48 cM	mouse chr11 D|11 65.48 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr14|14 A3	mouse chr14|14 A3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr3|3 A2	mouse chr3|3 A2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr7 E3|7 54.85 cM	mouse chr7 E3|7 54.85 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2|2 F2	mouse chr2|2 F2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr3 F1|3 39.01 cM	mouse chr3 F1|3 39.01 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr3 F1-F2|3	mouse chr3 F1-F2|3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr8|8 D3	mouse chr8|8 D3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2 D|2 49.45 cM	mouse chr2 D|2 49.45 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr13 D1|13 53.23 cM	mouse chr13 D1|13 53.23 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr1|1 C5	mouse chr1|1 C5	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr9|9 F2	mouse chr9|9 F2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chrX|X A5	mouse chrX|X A5	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr17 E5|17	mouse chr17 E5|17	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr11 B3|11 40.59 cM	mouse chr11 B3|11 40.59 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2 H3|2 85.16 cM	mouse chr2 H3|2 85.16 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr1 E4|1 56.89 cM	mouse chr1 E4|1 56.89 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr16 B5|16 30.75 cM	mouse chr16 B5|16 30.75 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr6 D1|6 37.75 cM	mouse chr6 D1|6 37.75 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
